Company,Ticker,,,,,,,,,,,,,,,,,,,
Nvidia Corporation,NVDA,,End,1/8/21,,,,,,,,,,,,,,,,
Pinduoduo Inc,PDD,,Start,1/8/19,,,,,,,,,,,,,,,,
Netflix Inc,NFLX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,NVDA,,PDD,,NFLX,,,,,,,,,,,,,,,
,Closing Price,Volume,Closing Price,Volume,Closing Price,Volume,,,,,,,,,,,,,,
1/8/2019 16:00:00,139.83,19650429,24,3355000,320.27,15359180,,,Closing Prices,,,,,,Closing Prices,,,,,
1/9/2019 16:00:00,142.58,15431475,25.54,7322212,319.96,13343152,,,NVDA,,PDD,,NFLX,,NVDA,,PDD,,NFLX,
1/10/2019 16:00:00,145.23,13078906,26.38,4956502,324.66,13472475,,,Date,Close,Date,Close,Date,Close,Date,Volume,Date,Volume,Date,Volume
10/28/2019 16:00:00,206.79,8269791,42.58,7177179,281.86,6248433,,,10/23/2019 16:00:00,195.09,10/23/2019 16:00:00,35.5,10/23/2019 16:00:00,271.27,10/23/2019 16:00:00,7144250,10/23/2019 16:00:00,4913817,10/23/2019 16:00:00,7154430
10/29/2019 16:00:00,202.92,5280920,40.5,7195993,281.21,4356181,,,10/24/2019 16:00:00,196.86,10/24/2019 16:00:00,39.96,10/24/2019 16:00:00,271.5,10/24/2019 16:00:00,5975933,10/24/2019 16:00:00,17608504,10/24/2019 16:00:00,4911033
10/30/2019 16:00:00,203,5149038,40.88,4975231,291.45,9345562,,,10/25/2019 16:00:00,204.54,10/25/2019 16:00:00,40.84,10/25/2019 16:00:00,276.82,10/25/2019 16:00:00,10577288,10/25/2019 16:00:00,13138278,10/25/2019 16:00:00,4747829
10/31/2019 16:00:00,201.02,5243315,40.88,5855985,287.41,5090021,,,10/28/2019 16:00:00,206.79,10/28/2019 16:00:00,42.58,10/28/2019 16:00:00,281.86,10/28/2019 16:00:00,8269791,10/28/2019 16:00:00,7177179,10/28/2019 16:00:00,6248433
11/1/2019 16:00:00,202.59,7090956,41.49,5673820,286.81,5594293,,,10/29/2019 16:00:00,202.92,10/29/2019 16:00:00,40.5,10/29/2019 16:00:00,281.21,10/29/2019 16:00:00,5280920,10/29/2019 16:00:00,7195993,10/29/2019 16:00:00,4356181
11/4/2019 16:00:00,210.5,9417905,42.53,6707081,292.86,5566213,,,10/30/2019 16:00:00,203,10/30/2019 16:00:00,40.88,10/30/2019 16:00:00,291.45,10/30/2019 16:00:00,5149038,10/30/2019 16:00:00,4975231,10/30/2019 16:00:00,9345562
11/5/2019 16:00:00,209.61,7521712,43.53,7066218,288.03,4062370,,,10/31/2019 16:00:00,201.02,10/31/2019 16:00:00,40.88,10/31/2019 16:00:00,287.41,10/31/2019 16:00:00,5243315,10/31/2019 16:00:00,5855985,10/31/2019 16:00:00,5090021
11/6/2019 16:00:00,207.63,6725335,43.49,6516067,288.59,3438257,,,11/1/2019 16:00:00,202.59,11/1/2019 16:00:00,41.49,11/1/2019 16:00:00,286.81,11/1/2019 16:00:00,7090956,11/1/2019 16:00:00,5673820,11/1/2019 16:00:00,5594293
11/7/2019 16:00:00,208.34,7008498,43.31,4819812,289.57,5928471,,,11/4/2019 16:00:00,210.5,11/4/2019 16:00:00,42.53,11/4/2019 16:00:00,292.86,11/4/2019 16:00:00,9417905,11/4/2019 16:00:00,6707081,11/4/2019 16:00:00,5566213
11/8/2019 16:00:00,207.78,4735187,43.23,4520221,291.57,4509588,,,11/5/2019 16:00:00,209.61,11/5/2019 16:00:00,43.53,11/5/2019 16:00:00,288.03,11/5/2019 16:00:00,7521712,11/5/2019 16:00:00,7066218,11/5/2019 16:00:00,4062370
11/11/2019 16:00:00,208.18,6094736,41.92,6269796,294.18,3945885,,,11/6/2019 16:00:00,207.63,11/6/2019 16:00:00,43.49,11/6/2019 16:00:00,288.59,11/6/2019 16:00:00,6725335,11/6/2019 16:00:00,6516067,11/6/2019 16:00:00,3438257
11/12/2019 16:00:00,209.61,7095971,41.57,4074535,292.01,5774833,,,11/7/2019 16:00:00,208.34,11/7/2019 16:00:00,43.31,11/7/2019 16:00:00,289.57,11/7/2019 16:00:00,7008498,11/7/2019 16:00:00,4819812,11/7/2019 16:00:00,5928471
11/13/2019 16:00:00,208.57,7559124,41.69,4252182,283.11,9233066,,,11/8/2019 16:00:00,207.78,11/8/2019 16:00:00,43.23,11/8/2019 16:00:00,291.57,11/8/2019 16:00:00,4735187,11/8/2019 16:00:00,4520221,11/8/2019 16:00:00,4509588
11/14/2019 16:00:00,209.79,13175171,41.32,4478373,289.62,6539771,,,11/11/2019 16:00:00,208.18,11/11/2019 16:00:00,41.92,11/11/2019 16:00:00,294.18,11/11/2019 16:00:00,6094736,11/11/2019 16:00:00,6269796,11/11/2019 16:00:00,3945885
11/15/2019 16:00:00,204.19,26355409,42.76,6443359,295.03,6337779,,,11/12/2019 16:00:00,209.61,11/12/2019 16:00:00,41.57,11/12/2019 16:00:00,292.01,11/12/2019 16:00:00,7095971,11/12/2019 16:00:00,4074535,11/12/2019 16:00:00,5774833
11/18/2019 16:00:00,212.28,14382963,41.51,8176695,302.57,8621566,,,11/13/2019 16:00:00,208.57,11/13/2019 16:00:00,41.69,11/13/2019 16:00:00,283.11,11/13/2019 16:00:00,7559124,11/13/2019 16:00:00,4252182,11/13/2019 16:00:00,9233066
11/19/2019 16:00:00,207.99,10384506,40.72,9542658,302.6,5919710,,,11/14/2019 16:00:00,209.79,11/14/2019 16:00:00,41.32,11/14/2019 16:00:00,289.62,11/14/2019 16:00:00,13175171,11/14/2019 16:00:00,4478373,11/14/2019 16:00:00,6539771
11/20/2019 16:00:00,211.18,11825438,31.4,53943748,305.16,5115546,,,11/15/2019 16:00:00,204.19,11/15/2019 16:00:00,42.76,11/15/2019 16:00:00,295.03,11/15/2019 16:00:00,26355409,11/15/2019 16:00:00,6443359,11/15/2019 16:00:00,6337779
11/21/2019 16:00:00,210.18,7209730,31.58,15973815,311.69,7488373,,,11/18/2019 16:00:00,212.28,11/18/2019 16:00:00,41.51,11/18/2019 16:00:00,302.57,11/18/2019 16:00:00,14382963,11/18/2019 16:00:00,8176695,11/18/2019 16:00:00,8621566
11/22/2019 16:00:00,210.89,5602470,33.99,18979304,310.48,5970056,,,11/19/2019 16:00:00,207.99,11/19/2019 16:00:00,40.72,11/19/2019 16:00:00,302.6,11/19/2019 16:00:00,10384506,11/19/2019 16:00:00,9542658,11/19/2019 16:00:00,5919710
11/25/2019 16:00:00,221.21,12683686,36.52,19080962,315.55,7878943,,,11/20/2019 16:00:00,211.18,11/20/2019 16:00:00,31.4,11/20/2019 16:00:00,305.16,11/20/2019 16:00:00,11825438,11/20/2019 16:00:00,53943748,11/20/2019 16:00:00,5115546
11/26/2019 16:00:00,217,9642023,36.98,10320410,312.49,5328348,,,11/21/2019 16:00:00,210.18,11/21/2019 16:00:00,31.58,11/21/2019 16:00:00,311.69,11/21/2019 16:00:00,7209730,11/21/2019 16:00:00,15973815,11/21/2019 16:00:00,7488373
11/27/2019 16:00:00,218.24,5410718,35.86,7359390,315.93,4100975,,,11/22/2019 16:00:00,210.89,11/22/2019 16:00:00,33.99,11/22/2019 16:00:00,310.48,11/22/2019 16:00:00,5602470,11/22/2019 16:00:00,18979304,11/22/2019 16:00:00,5970056
11/29/2019 13:00:00,216.74,3538924,35.95,3424693,314.66,2411749,,,11/25/2019 16:00:00,221.21,11/25/2019 16:00:00,36.52,11/25/2019 16:00:00,315.55,11/25/2019 16:00:00,12683686,11/25/2019 16:00:00,19080962,11/25/2019 16:00:00,7878943
12/2/2019 16:00:00,209.25,9346742,36.04,4865178,309.99,6223135,,,11/26/2019 16:00:00,217,11/26/2019 16:00:00,36.98,11/26/2019 16:00:00,312.49,11/26/2019 16:00:00,9642023,11/26/2019 16:00:00,10320410,11/26/2019 16:00:00,5328348
12/3/2019 16:00:00,207.66,11853653,36.17,4410138,306.16,5272447,,,11/27/2019 16:00:00,218.24,11/27/2019 16:00:00,35.86,11/27/2019 16:00:00,315.93,11/27/2019 16:00:00,5410718,11/27/2019 16:00:00,7359390,11/27/2019 16:00:00,4100975
12/4/2019 16:00:00,209.42,6840459,35.85,5784923,304.32,3513551,,,11/29/2019 13:00:00,216.74,11/29/2019 13:00:00,35.95,11/29/2019 13:00:00,314.66,11/29/2019 13:00:00,3538924,11/29/2019 13:00:00,3424693,11/29/2019 13:00:00,2411749
12/5/2019 16:00:00,208.74,4628444,36.58,5095126,302.86,4618867,,,12/2/2019 16:00:00,209.25,12/2/2019 16:00:00,36.04,12/2/2019 16:00:00,309.99,12/2/2019 16:00:00,9346742,12/2/2019 16:00:00,4865178,12/2/2019 16:00:00,6223135
12/6/2019 16:00:00,212.17,5810457,37.52,4023345,307.35,4459684,,,12/3/2019 16:00:00,207.66,12/3/2019 16:00:00,36.17,12/3/2019 16:00:00,306.16,12/3/2019 16:00:00,11853653,12/3/2019 16:00:00,4410138,12/3/2019 16:00:00,5272447
12/9/2019 16:00:00,212.17,5378320,37.52,4276733,302.5,5766006,,,12/4/2019 16:00:00,209.42,12/4/2019 16:00:00,35.85,12/4/2019 16:00:00,304.32,12/4/2019 16:00:00,6840459,12/4/2019 16:00:00,5784923,12/4/2019 16:00:00,3513551
12/10/2019 16:00:00,213.98,6417228,38.13,3434154,293.12,10481239,,,12/5/2019 16:00:00,208.74,12/5/2019 16:00:00,36.58,12/5/2019 16:00:00,302.86,12/5/2019 16:00:00,4628444,12/5/2019 16:00:00,5095126,12/5/2019 16:00:00,4618867
12/11/2019 16:00:00,217.34,5850247,37.31,4034444,298.93,5607155,,,12/6/2019 16:00:00,212.17,12/6/2019 16:00:00,37.52,12/6/2019 16:00:00,307.35,12/6/2019 16:00:00,5810457,12/6/2019 16:00:00,4023345,12/6/2019 16:00:00,4459684
12/12/2019 16:00:00,224.07,10152084,38.09,3323872,298.44,4771404,,,12/9/2019 16:00:00,212.17,12/9/2019 16:00:00,37.52,12/9/2019 16:00:00,302.5,12/9/2019 16:00:00,5378320,12/9/2019 16:00:00,4276733,12/9/2019 16:00:00,5766006
12/13/2019 16:00:00,223.99,11374183,36.46,5731316,298.5,3883069,,,12/10/2019 16:00:00,213.98,12/10/2019 16:00:00,38.13,12/10/2019 16:00:00,293.12,12/10/2019 16:00:00,6417228,12/10/2019 16:00:00,3434154,12/10/2019 16:00:00,10481239
12/16/2019 16:00:00,225.15,8032684,38.68,4774409,304.21,4660166,,,12/11/2019 16:00:00,217.34,12/11/2019 16:00:00,37.31,12/11/2019 16:00:00,298.93,12/11/2019 16:00:00,5850247,12/11/2019 16:00:00,4034444,12/11/2019 16:00:00,5607155
12/17/2019 16:00:00,228.29,8081598,38.71,3864421,315.48,10437127,,,12/12/2019 16:00:00,224.07,12/12/2019 16:00:00,38.09,12/12/2019 16:00:00,298.44,12/12/2019 16:00:00,10152084,12/12/2019 16:00:00,3323872,12/12/2019 16:00:00,4771404
12/18/2019 16:00:00,229.51,8606969,37.72,4828047,320.8,11210737,,,12/13/2019 16:00:00,223.99,12/13/2019 16:00:00,36.46,12/13/2019 16:00:00,298.5,12/13/2019 16:00:00,11374183,12/13/2019 16:00:00,5731316,12/13/2019 16:00:00,3883069
12/19/2019 16:00:00,235.46,11327674,37.52,3605308,332.22,9833355,,,12/16/2019 16:00:00,225.15,12/16/2019 16:00:00,38.68,12/16/2019 16:00:00,304.21,12/16/2019 16:00:00,8032684,12/16/2019 16:00:00,4774409,12/16/2019 16:00:00,4660166
12/20/2019 16:00:00,239.37,15084607,37.36,3584546,336.9,9923260,,,12/17/2019 16:00:00,228.29,12/17/2019 16:00:00,38.71,12/17/2019 16:00:00,315.48,12/17/2019 16:00:00,8081598,12/17/2019 16:00:00,3864421,12/17/2019 16:00:00,10437127
12/23/2019 16:00:00,238.82,8884815,37.89,2693138,333.1,5767937,,,12/18/2019 16:00:00,229.51,12/18/2019 16:00:00,37.72,12/18/2019 16:00:00,320.8,12/18/2019 16:00:00,8606969,12/18/2019 16:00:00,4828047,12/18/2019 16:00:00,11210737
12/24/2019 13:00:00,238.62,3471597,38.04,1814670,333.2,2019322,,,12/19/2019 16:00:00,235.46,12/19/2019 16:00:00,37.52,12/19/2019 16:00:00,332.22,12/19/2019 16:00:00,11327674,12/19/2019 16:00:00,3605308,12/19/2019 16:00:00,9833355
12/26/2019 16:00:00,239.19,4580451,38.57,2353297,332.63,3595854,,,12/20/2019 16:00:00,239.37,12/20/2019 16:00:00,37.36,12/20/2019 16:00:00,336.9,12/20/2019 16:00:00,15084607,12/20/2019 16:00:00,3584546,12/20/2019 16:00:00,9923260
12/27/2019 16:00:00,236.87,6370251,39.24,3687123,329.09,5037156,,,12/23/2019 16:00:00,238.82,12/23/2019 16:00:00,37.89,12/23/2019 16:00:00,333.1,12/23/2019 16:00:00,8884815,12/23/2019 16:00:00,2693138,12/23/2019 16:00:00,5767937
12/30/2019 16:00:00,232.32,6456178,38.15,3017111,323.31,4315267,,,12/24/2019 13:00:00,238.62,12/24/2019 13:00:00,38.04,12/24/2019 13:00:00,333.2,12/24/2019 13:00:00,3471597,12/24/2019 13:00:00,1814670,12/24/2019 13:00:00,2019322
12/31/2019 16:00:00,235.3,5780283,37.82,1963536,323.57,3714837,,,12/26/2019 16:00:00,239.19,12/26/2019 16:00:00,38.57,12/26/2019 16:00:00,332.63,12/26/2019 16:00:00,4580451,12/26/2019 16:00:00,2353297,12/26/2019 16:00:00,3595854
1/2/2020 16:00:00,239.91,5941969,41.23,9296087,329.81,4348493,,,12/27/2019 16:00:00,236.87,12/27/2019 16:00:00,39.24,12/27/2019 16:00:00,329.09,12/27/2019 16:00:00,6370251,12/27/2019 16:00:00,3687123,12/27/2019 16:00:00,5037156
1/3/2020 16:00:00,236.07,5144308,40.89,4870429,325.9,3795466,,,12/30/2019 16:00:00,232.32,12/30/2019 16:00:00,38.15,12/30/2019 16:00:00,323.31,12/30/2019 16:00:00,6456178,12/30/2019 16:00:00,3017111,12/30/2019 16:00:00,4315267
1/6/2020 16:00:00,237.06,6572812,40.09,4247573,335.83,5668577,,,12/31/2019 16:00:00,235.3,12/31/2019 16:00:00,37.82,12/31/2019 16:00:00,323.57,12/31/2019 16:00:00,5780283,12/31/2019 16:00:00,1963536,12/31/2019 16:00:00,3714837
1/7/2020 16:00:00,239.93,7980144,41.21,4842387,330.75,4742458,,,1/2/2020 16:00:00,239.91,1/2/2020 16:00:00,41.23,1/2/2020 16:00:00,329.81,1/2/2020 16:00:00,5941969,1/2/2020 16:00:00,9296087,1/2/2020 16:00:00,4348493
1/8/2020 16:00:00,240.38,6931017,40.5,5285223,339.26,7109117,,,1/3/2020 16:00:00,236.07,1/3/2020 16:00:00,40.89,1/3/2020 16:00:00,325.9,1/3/2020 16:00:00,5144308,1/3/2020 16:00:00,4870429,1/3/2020 16:00:00,3795466
1/9/2020 16:00:00,243.02,6386053,39.66,5648601,335.66,4717430,,,1/6/2020 16:00:00,237.06,1/6/2020 16:00:00,40.09,1/6/2020 16:00:00,335.83,1/6/2020 16:00:00,6572812,1/6/2020 16:00:00,4247573,1/6/2020 16:00:00,5668577
1/10/2020 16:00:00,244.32,7911560,38.42,10212547,329.05,4720540,,,1/7/2020 16:00:00,239.93,1/7/2020 16:00:00,41.21,1/7/2020 16:00:00,330.75,1/7/2020 16:00:00,7980144,1/7/2020 16:00:00,4842387,1/7/2020 16:00:00,4742458
1/13/2020 16:00:00,251.98,8008451,39.35,5542346,338.92,6296174,,,1/8/2020 16:00:00,240.38,1/8/2020 16:00:00,40.5,1/8/2020 16:00:00,339.26,1/8/2020 16:00:00,6931017,1/8/2020 16:00:00,5285223,1/8/2020 16:00:00,7109117
1/14/2020 16:00:00,247.28,8989483,38.02,10491276,338.69,7201544,,,1/9/2020 16:00:00,243.02,1/9/2020 16:00:00,39.66,1/9/2020 16:00:00,335.66,1/9/2020 16:00:00,6386053,1/9/2020 16:00:00,5648601,1/9/2020 16:00:00,4717430
1/15/2020 16:00:00,245.57,6577636,38.67,6682672,339.07,5158035,,,1/10/2020 16:00:00,244.32,1/10/2020 16:00:00,38.42,1/10/2020 16:00:00,329.05,1/10/2020 16:00:00,7911560,1/10/2020 16:00:00,10212547,1/10/2020 16:00:00,4720540
1/16/2020 16:00:00,248.93,7104791,39.51,6201051,338.62,5015997,,,1/13/2020 16:00:00,251.98,1/13/2020 16:00:00,39.35,1/13/2020 16:00:00,338.92,1/13/2020 16:00:00,8008451,1/13/2020 16:00:00,5542346,1/13/2020 16:00:00,6296174
1/17/2020 16:00:00,249.28,6344764,39.43,4863916,339.67,6066547,,,1/14/2020 16:00:00,247.28,1/14/2020 16:00:00,38.02,1/14/2020 16:00:00,338.69,1/14/2020 16:00:00,8989483,1/14/2020 16:00:00,10491276,1/14/2020 16:00:00,7201544
1/21/2020 16:00:00,247.94,5447925,39.34,4992195,338.11,14350322,,,1/15/2020 16:00:00,245.57,1/15/2020 16:00:00,38.67,1/15/2020 16:00:00,339.07,1/15/2020 16:00:00,6577636,1/15/2020 16:00:00,6682672,1/15/2020 16:00:00,5158035
1/22/2020 16:00:00,250.05,5980967,38.86,4776857,326,21729959,,,1/16/2020 16:00:00,248.93,1/16/2020 16:00:00,39.51,1/16/2020 16:00:00,338.62,1/16/2020 16:00:00,7104791,1/16/2020 16:00:00,6201051,1/16/2020 16:00:00,5015997
1/23/2020 16:00:00,252.86,6112861,38.37,5169364,349.6,18200293,,,1/17/2020 16:00:00,249.28,1/17/2020 16:00:00,39.43,1/17/2020 16:00:00,339.67,1/17/2020 16:00:00,6344764,1/17/2020 16:00:00,4863916,1/17/2020 16:00:00,6066547
1/24/2020 16:00:00,250.48,9337839,37.34,5301877,353.16,17939681,,,1/21/2020 16:00:00,247.94,1/21/2020 16:00:00,39.34,1/21/2020 16:00:00,338.11,1/21/2020 16:00:00,5447925,1/21/2020 16:00:00,4992195,1/21/2020 16:00:00,14350322
1/27/2020 16:00:00,240.2,11763354,36.59,7780108,342.88,7709482,,,1/22/2020 16:00:00,250.05,1/22/2020 16:00:00,38.86,1/22/2020 16:00:00,326,1/22/2020 16:00:00,5980967,1/22/2020 16:00:00,4776857,1/22/2020 16:00:00,21729959
1/28/2020 16:00:00,247.97,7774401,36.96,3040630,348.52,6821581,,,1/23/2020 16:00:00,252.86,1/23/2020 16:00:00,38.37,1/23/2020 16:00:00,349.6,1/23/2020 16:00:00,6112861,1/23/2020 16:00:00,5169364,1/23/2020 16:00:00,18200293
1/29/2020 16:00:00,245.54,6486279,36.74,1679616,343.16,7649183,,,1/24/2020 16:00:00,250.48,1/24/2020 16:00:00,37.34,1/24/2020 16:00:00,353.16,1/24/2020 16:00:00,9337839,1/24/2020 16:00:00,5301877,1/24/2020 16:00:00,17939681
1/30/2020 16:00:00,245.81,7262590,35.93,7195842,347.74,5328136,,,1/27/2020 16:00:00,240.2,1/27/2020 16:00:00,36.59,1/27/2020 16:00:00,342.88,1/27/2020 16:00:00,11763354,1/27/2020 16:00:00,7780108,1/27/2020 16:00:00,7709482
1/31/2020 16:00:00,236.43,9260493,35.22,4919030,345.09,5230001,,,1/28/2020 16:00:00,247.97,1/28/2020 16:00:00,36.96,1/28/2020 16:00:00,348.52,1/28/2020 16:00:00,7774401,1/28/2020 16:00:00,3040630,1/28/2020 16:00:00,6821581
2/3/2020 16:00:00,240.33,6398205,35.79,7039101,358,6674885,,,1/29/2020 16:00:00,245.54,1/29/2020 16:00:00,36.74,1/29/2020 16:00:00,343.16,1/29/2020 16:00:00,6486279,1/29/2020 16:00:00,1679616,1/29/2020 16:00:00,7649183
2/4/2020 16:00:00,247.13,6788589,36.51,6504281,369.01,7161451,,,1/30/2020 16:00:00,245.81,1/30/2020 16:00:00,35.93,1/30/2020 16:00:00,347.74,1/30/2020 16:00:00,7262590,1/30/2020 16:00:00,7195842,1/30/2020 16:00:00,5328136
2/5/2020 16:00:00,250.76,5205502,35.72,4952994,369.67,6437026,,,1/31/2020 16:00:00,236.43,1/31/2020 16:00:00,35.22,1/31/2020 16:00:00,345.09,1/31/2020 16:00:00,9260493,1/31/2020 16:00:00,4919030,1/31/2020 16:00:00,5230001
2/6/2020 16:00:00,254.25,5457051,36.38,5644025,366.95,3920428,,,2/3/2020 16:00:00,240.33,2/3/2020 16:00:00,35.79,2/3/2020 16:00:00,358,2/3/2020 16:00:00,6398205,2/3/2020 16:00:00,7039101,2/3/2020 16:00:00,6674885
2/7/2020 16:00:00,251.59,4743803,34.28,10138767,366.77,4385227,,,2/4/2020 16:00:00,247.13,2/4/2020 16:00:00,36.51,2/4/2020 16:00:00,369.01,2/4/2020 16:00:00,6788589,2/4/2020 16:00:00,6504281,2/4/2020 16:00:00,7161451
2/10/2020 16:00:00,262.97,13240194,34.5,11215608,371.07,5294138,,,2/5/2020 16:00:00,250.76,2/5/2020 16:00:00,35.72,2/5/2020 16:00:00,369.67,2/5/2020 16:00:00,5205502,2/5/2020 16:00:00,4952994,2/5/2020 16:00:00,6437026
2/11/2020 16:00:00,267.89,15963922,36,8975050,373.69,4772870,,,2/6/2020 16:00:00,254.25,2/6/2020 16:00:00,36.38,2/6/2020 16:00:00,366.95,2/6/2020 16:00:00,5457051,2/6/2020 16:00:00,5644025,2/6/2020 16:00:00,3920428
2/12/2020 16:00:00,272.54,9366118,36.81,5151952,380.01,4624772,,,2/7/2020 16:00:00,251.59,2/7/2020 16:00:00,34.28,2/7/2020 16:00:00,366.77,2/7/2020 16:00:00,4743803,2/7/2020 16:00:00,10138767,2/7/2020 16:00:00,4385227
2/13/2020 16:00:00,270.78,13200384,37.42,6320144,381.4,4485383,,,2/10/2020 16:00:00,262.97,2/10/2020 16:00:00,34.5,2/10/2020 16:00:00,371.07,2/10/2020 16:00:00,13240194,2/10/2020 16:00:00,11215608,2/10/2020 16:00:00,5294138
2/14/2020 16:00:00,289.79,26048093,37.12,4137624,380.4,3736266,,,2/11/2020 16:00:00,267.89,2/11/2020 16:00:00,36,2/11/2020 16:00:00,373.69,2/11/2020 16:00:00,15963922,2/11/2020 16:00:00,8975050,2/11/2020 16:00:00,4772870
2/18/2020 16:00:00,296.57,15547025,36.44,6621501,387.78,5180400,,,2/12/2020 16:00:00,272.54,2/12/2020 16:00:00,36.81,2/12/2020 16:00:00,380.01,2/12/2020 16:00:00,9366118,2/12/2020 16:00:00,5151952,2/12/2020 16:00:00,4624772
2/19/2020 16:00:00,314.7,17358281,37.13,4194657,386.19,4896368,,,2/13/2020 16:00:00,270.78,2/13/2020 16:00:00,37.42,2/13/2020 16:00:00,381.4,2/13/2020 16:00:00,13200384,2/13/2020 16:00:00,6320144,2/13/2020 16:00:00,4485383
2/20/2020 16:00:00,308.7,20251259,36.32,5855585,386,4079425,,,2/14/2020 16:00:00,289.79,2/14/2020 16:00:00,37.12,2/14/2020 16:00:00,380.4,2/14/2020 16:00:00,26048093,2/14/2020 16:00:00,4137624,2/14/2020 16:00:00,3736266
2/21/2020 16:00:00,294.07,19232331,34.57,11404503,380.07,3935618,,,2/18/2020 16:00:00,296.57,2/18/2020 16:00:00,36.44,2/18/2020 16:00:00,387.78,2/18/2020 16:00:00,15547025,2/18/2020 16:00:00,6621501,2/18/2020 16:00:00,5180400
2/24/2020 16:00:00,273.28,21422873,33.14,15338239,368.7,6936418,,,2/19/2020 16:00:00,314.7,2/19/2020 16:00:00,37.13,2/19/2020 16:00:00,386.19,2/19/2020 16:00:00,17358281,2/19/2020 16:00:00,4194657,2/19/2020 16:00:00,4896368
2/25/2020 16:00:00,262.05,26387442,32.8,12772638,360.09,6481243,,,2/20/2020 16:00:00,308.7,2/20/2020 16:00:00,36.32,2/20/2020 16:00:00,386,2/20/2020 16:00:00,20251259,2/20/2020 16:00:00,5855585,2/20/2020 16:00:00,4079425
2/26/2020 16:00:00,267.65,18741536,34.53,9453126,379.24,8961126,,,2/21/2020 16:00:00,294.07,2/21/2020 16:00:00,34.57,2/21/2020 16:00:00,380.07,2/21/2020 16:00:00,19232331,2/21/2020 16:00:00,11404503,2/21/2020 16:00:00,3935618
2/27/2020 16:00:00,252.6,22660373,35.18,13402080,371.71,10967699,,,2/24/2020 16:00:00,273.28,2/24/2020 16:00:00,33.14,2/24/2020 16:00:00,368.7,2/24/2020 16:00:00,21422873,2/24/2020 16:00:00,15338239,2/24/2020 16:00:00,6936418
2/28/2020 16:00:00,270.07,28366882,35.78,7468604,369.03,11178572,,,2/25/2020 16:00:00,262.05,2/25/2020 16:00:00,32.8,2/25/2020 16:00:00,360.09,2/25/2020 16:00:00,26387442,2/25/2020 16:00:00,12772638,2/25/2020 16:00:00,6481243
3/2/2020 16:00:00,276.43,22268639,37.51,9240311,381.05,6997891,,,2/26/2020 16:00:00,267.65,2/26/2020 16:00:00,34.53,2/26/2020 16:00:00,379.24,2/26/2020 16:00:00,18741536,2/26/2020 16:00:00,9453126,2/26/2020 16:00:00,8961126
3/3/2020 16:00:00,265.89,16319828,35.79,6544880,368.77,8364623,,,2/27/2020 16:00:00,252.6,2/27/2020 16:00:00,35.18,2/27/2020 16:00:00,371.71,2/27/2020 16:00:00,22660373,2/27/2020 16:00:00,13402080,2/27/2020 16:00:00,10967699
3/4/2020 16:00:00,284.51,14935184,36.29,5476673,383.79,5487340,,,2/28/2020 16:00:00,270.07,2/28/2020 16:00:00,35.78,2/28/2020 16:00:00,369.03,2/28/2020 16:00:00,28366882,2/28/2020 16:00:00,7468604,2/28/2020 16:00:00,11178572
3/5/2020 16:00:00,273.29,13508187,36.12,8622447,372.78,8746985,,,3/2/2020 16:00:00,276.43,3/2/2020 16:00:00,37.51,3/2/2020 16:00:00,381.05,3/2/2020 16:00:00,22268639,3/2/2020 16:00:00,9240311,3/2/2020 16:00:00,6997891
3/6/2020 16:00:00,266.04,12885307,36.76,7009142,368.97,8147165,,,3/3/2020 16:00:00,265.89,3/3/2020 16:00:00,35.79,3/3/2020 16:00:00,368.77,3/3/2020 16:00:00,16319828,3/3/2020 16:00:00,6544880,3/3/2020 16:00:00,8364623
3/9/2020 16:00:00,245.44,15353960,36.51,9547501,346.49,7405458,,,3/4/2020 16:00:00,284.51,3/4/2020 16:00:00,36.29,3/4/2020 16:00:00,383.79,3/4/2020 16:00:00,14935184,3/4/2020 16:00:00,5476673,3/4/2020 16:00:00,5487340
3/10/2020 16:00:00,261.08,14516218,37.69,13048060,364.13,7604444,,,3/5/2020 16:00:00,273.29,3/5/2020 16:00:00,36.12,3/5/2020 16:00:00,372.78,3/5/2020 16:00:00,13508187,3/5/2020 16:00:00,8622447,3/5/2020 16:00:00,8746985
3/11/2020 16:00:00,246.47,12551693,35.06,19562642,349.92,6058782,,,3/6/2020 16:00:00,266.04,3/6/2020 16:00:00,36.76,3/6/2020 16:00:00,368.97,3/6/2020 16:00:00,12885307,3/6/2020 16:00:00,7009142,3/6/2020 16:00:00,8147165
3/12/2020 16:00:00,216.31,20413535,32.81,13354486,315.25,12071591,,,3/9/2020 16:00:00,245.44,3/9/2020 16:00:00,36.51,3/9/2020 16:00:00,346.49,3/9/2020 16:00:00,15353960,3/9/2020 16:00:00,9547501,3/9/2020 16:00:00,7405458
3/13/2020 16:00:00,240.84,15870943,33.76,9429575,336.3,9458197,,,3/10/2020 16:00:00,261.08,3/10/2020 16:00:00,37.69,3/10/2020 16:00:00,364.13,3/10/2020 16:00:00,14516218,3/10/2020 16:00:00,13048060,3/10/2020 16:00:00,7604444
